ATM_ID,Date,Day_of_Week,Time_of_Day,Total_Withdrawals,Total_Deposits,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Weather_Condition,Cash_Demand_Next_Day
ATM_0048,11/2/2023,Thursday,Evening,46021,15121,0,0,86570,Clear,28693
ATM_0007,9/15/2022,Thursday,Night,33694,11065,0,1,84661,Cloudy,25691
ATM_0046,4/9/2022,Saturday,Evening,42110,21558,0,0,98503,Cloudy,22520
ATM_0045,9/9/2022,Friday,Evening,37090,4565,0,0,80912,Snowy,34601
ATM_0022,2/12/2022,Saturday,Afternoon,56233,8866,0,1,87382,Snowy,58805
ATM_0050,2/17/2023,Friday,Morning,52025,14696,0,0,106867,Rainy,40577
ATM_0025,4/14/2022,Thursday,Morning,61332,11977,0,0,124249,Clear,49261
ATM_0003,4/18/2022,Monday,Night,42526,15050,0,1,68322,Cloudy,30219
ATM_0042,10/4/2022,Tuesday,Morning,32346,12972,0,0,75425,Rainy,30560
ATM_0021,11/18/2022,Friday,Morning,45125,15975,0,1,76142,Rainy,45635
ATM_0048,1/9/2023,Monday,Afternoon,72153,8135,0,0,77101,Cloudy,76555
ATM_0026,11/25/2023,Saturday,Afternoon,49897,15592,0,1,128714,Cloudy,43227
ATM_0016,1/12/2023,Thursday,Evening,32254,5504,0,0,122084,Clear,23418
ATM_0004,4/11/2023,Tuesday,Afternoon,49833,17021,0,0,138160,Rainy,37958
ATM_0050,3/29/2022,Tuesday,Afternoon,53890,14673,0,0,104492,Clear,44126
ATM_0040,1/8/2022,Saturday,Morning,31480,5568,0,0,93576,Cloudy,30924
ATM_0011,5/20/2023,Saturday,Evening,65981,11518,0,0,131723,Cloudy,51267
ATM_0015,11/18/2022,Friday,Night,59703,20690,0,0,114247,Clear,41800
ATM_0018,6/17/2023,Saturday,Morning,38185,20016,0,0,93453,Clear,33312
ATM_0004,4/13/2023,Thursday,Afternoon,40060,9207,0,0,93661,Cloudy,37289
ATM_0036,6/7/2022,Tuesday,Night,73514,10610,0,0,124140,Snowy,80835
ATM_0043,3/2/2023,Thursday,Afternoon,73739,10423,0,0,93698,Snowy,80905
ATM_0050,3/11/2022,Friday,Afternoon,50992,9526,0,0,66860,Cloudy,43439
ATM_0038,4/17/2022,Sunday,Morning,32553,0,0,0,53448,Rainy,37950
ATM_0005,9/28/2022,Wednesday,Afternoon,61557,6905,0,0,90901,Cloudy,47448
ATM_0007,8/23/2023,Wednesday,Night,58197,10476,0,0,98317,Rainy,59744
ATM_0040,11/10/2022,Thursday,Night,26408,5901,0,0,112050,Snowy,25277
ATM_0041,10/7/2022,Friday,Night,85196,13281,0,0,129856,Rainy,83612
ATM_0044,11/21/2022,Monday,Evening,60810,20066,0,1,89528,Clear,49673
ATM_0007,12/6/2023,Wednesday,Evening,46737,4982,0,0,133480,Cloudy,32907
ATM_0033,1/19/2022,Wednesday,Evening,53245,14858,0,0,94026,Clear,34914
ATM_0038,8/10/2022,Wednesday,Night,32897,3453,0,0,81840,Clear,34079
ATM_0050,10/14/2022,Friday,Night,55212,2556,0,0,99991,Rainy,56704
ATM_0002,3/18/2022,Friday,Evening,57186,4139,0,0,119360,Rainy,65383
ATM_0018,3/3/2022,Thursday,Morning,85082,14174,0,0,96743,Rainy,68257
ATM_0014,2/3/2023,Friday,Morning,38588,11261,0,0,77230,Cloudy,28107
ATM_0019,4/25/2023,Tuesday,Night,21654,7144,0,0,74346,Clear,12726
ATM_0043,11/12/2023,Sunday,Night,47915,18824,0,0,113023,Rainy,37642
ATM_0025,5/28/2022,Saturday,Evening,29463,3123,0,0,59965,Cloudy,32263
ATM_0005,10/14/2023,Saturday,Night,57985,11604,0,1,109011,Cloudy,46205
ATM_0003,10/16/2022,Sunday,Night,53945,12580,0,0,130597,Snowy,38504
ATM_0033,2/4/2023,Saturday,Afternoon,32973,5666,0,0,104051,Rainy,32718
ATM_0020,11/2/2023,Thursday,Evening,17905,1009,0,0,80416,Cloudy,13762
ATM_0020,4/22/2022,Friday,Morning,51195,9282,0,0,110392,Rainy,41117
ATM_0044,1/21/2022,Friday,Night,47882,5084,0,0,78731,Clear,44632
ATM_0047,12/28/2023,Thursday,Night,61032,10148,0,0,112674,Rainy,52433
ATM_0043,4/28/2022,Thursday,Night,59196,4896,0,0,83678,Clear,68154
ATM_0024,7/27/2023,Thursday,Morning,43694,14995,0,0,123969,Rainy,26385
ATM_0026,4/21/2023,Friday,Morning,45606,10445,0,0,104050,Clear,41078
ATM_0016,3/10/2022,Thursday,Afternoon,15468,9237,0,0,127682,Snowy,4796
ATM_0026,1/4/2022,Tuesday,Afternoon,43428,15696,0,0,93870,Clear,25060
ATM_0046,6/7/2023,Wednesday,Night,33511,13627,0,0,117636,Clear,25789
ATM_0039,8/26/2022,Friday,Afternoon,50396,16286,0,0,134857,Snowy,31979
ATM_0044,9/29/2023,Friday,Morning,45249,1700,0,0,116807,Cloudy,45683
ATM_0021,3/28/2022,Monday,Night,45860,5582,0,0,101164,Snowy,40101
ATM_0037,8/11/2022,Thursday,Evening,34477,2056,0,0,84556,Rainy,29311
ATM_0006,11/8/2022,Tuesday,Morning,43847,17768,0,0,73256,Rainy,30721
ATM_0006,8/9/2023,Wednesday,Evening,52117,1761,0,0,98891,Cloudy,52590
ATM_0038,1/13/2022,Thursday,Afternoon,44197,5881,0,0,85701,Cloudy,32641
ATM_0032,5/20/2023,Saturday,Morning,81172,7321,0,0,108817,Rainy,86214
ATM_0023,2/25/2023,Saturday,Night,52182,14406,0,0,105328,Snowy,40529
ATM_0009,9/17/2022,Saturday,Night,47923,5441,0,0,98782,Cloudy,49711
ATM_0035,8/26/2022,Friday,Evening,53619,12010,0,0,103605,Cloudy,44970
ATM_0017,4/29/2022,Friday,Night,41695,11566,0,0,95577,Cloudy,28090
ATM_0001,2/2/2023,Thursday,Evening,52708,12983,0,0,100664,Cloudy,41422
ATM_0041,11/16/2023,Thursday,Afternoon,60427,10076,0,0,72233,Cloudy,46902
ATM_0003,8/22/2022,Monday,Afternoon,42189,0,0,0,99371,Cloudy,42935
ATM_0047,4/8/2023,Saturday,Evening,73267,13847,0,0,130733,Snowy,53480
ATM_0008,1/1/2022,Saturday,Evening,41577,9284,1,0,79111,Clear,35801
ATM_0020,12/19/2023,Tuesday,Night,30399,16829,0,0,58160,Clear,17336
ATM_0025,1/21/2022,Friday,Evening,70552,16230,0,0,109995,Clear,54772
ATM_0039,8/21/2023,Monday,Evening,41773,13125,0,0,100061,Snowy,33717
ATM_0027,5/1/2022,Sunday,Morning,34347,8867,0,0,102186,Cloudy,27869
ATM_0020,4/6/2023,Thursday,Evening,57656,11774,0,0,89846,Snowy,45470
ATM_0022,4/18/2023,Tuesday,Afternoon,45886,12116,0,0,60649,Cloudy,46102
ATM_0011,2/1/2023,Wednesday,Afternoon,41442,7603,0,0,90992,Snowy,41756
ATM_0002,7/28/2022,Thursday,Morning,42814,10029,0,0,102580,Cloudy,36764
ATM_0023,3/3/2023,Friday,Morning,45650,19664,0,0,76167,Rainy,40729
ATM_0046,2/22/2023,Wednesday,Morning,36990,246,0,0,83417,Cloudy,30721
ATM_0031,2/4/2022,Friday,Night,58869,5259,0,0,127400,Cloudy,60654
ATM_0024,4/25/2023,Tuesday,Morning,43191,18038,0,0,108327,Cloudy,31058
ATM_0025,8/17/2022,Wednesday,Night,36172,14691,0,0,69530,Cloudy,30198
ATM_0043,3/29/2022,Tuesday,Morning,56373,15861,0,0,111395,Snowy,51550
ATM_0009,7/22/2023,Saturday,Night,50926,9694,0,0,128851,Clear,53455
ATM_0035,10/31/2023,Tuesday,Afternoon,73443,10408,0,0,67766,Rainy,73281
ATM_0044,9/5/2022,Monday,Morning,38753,20572,0,0,123442,Rainy,16361
ATM_0018,1/24/2023,Tuesday,Morning,56022,8673,1,0,128827,Clear,52665
ATM_0037,9/22/2022,Thursday,Afternoon,40782,15305,0,0,72459,Snowy,27733
ATM_0009,7/15/2022,Friday,Evening,32027,7307,0,0,127254,Cloudy,27829
ATM_0050,5/24/2022,Tuesday,Evening,41451,8565,0,0,106232,Snowy,39371
ATM_0031,2/19/2022,Saturday,Morning,60415,11336,0,0,125735,Snowy,57630
ATM_0034,7/24/2023,Monday,Evening,61316,2465,0,0,95727,Snowy,67012
ATM_0007,4/30/2022,Saturday,Morning,36068,10507,0,0,94637,Snowy,34137
ATM_0010,6/27/2023,Tuesday,Morning,40398,3906,0,0,58997,Cloudy,41086
ATM_0049,11/6/2022,Sunday,Afternoon,69007,16325,0,0,74890,Clear,59925
ATM_0036,3/11/2023,Saturday,Night,54399,1343,0,0,107190,Rainy,44285
ATM_0015,8/28/2023,Monday,Afternoon,43996,5964,0,0,93331,Clear,39394
ATM_0003,4/6/2022,Wednesday,Evening,39435,12785,0,0,96835,Cloudy,29940
ATM_0038,8/14/2023,Monday,Afternoon,59583,12779,0,0,93822,Cloudy,45498
ATM_0034,5/24/2023,Wednesday,Afternoon,60966,6804,0,0,85276,Rainy,59596
ATM_0037,1/6/2023,Friday,Night,64865,20193,0,0,125336,Clear,55873
ATM_0043,8/15/2023,Tuesday,Night,44597,20145,0,0,122097,Cloudy,23488
ATM_0016,7/19/2022,Tuesday,Afternoon,47166,14389,0,0,75356,Clear,28440
ATM_0001,1/20/2022,Thursday,Evening,24671,13922,0,0,118171,Rainy,11316
ATM_0032,11/16/2022,Wednesday,Evening,56858,4193,0,0,80614,Clear,62083
ATM_0044,6/13/2022,Monday,Morning,65906,1757,0,0,86135,Cloudy,65202
ATM_0020,1/11/2023,Wednesday,Evening,39197,8769,0,0,97737,Cloudy,31557
ATM_0009,11/6/2023,Monday,Morning,43539,12860,0,0,121177,Snowy,29525
ATM_0027,5/15/2022,Sunday,Night,54447,9590,0,0,102260,Clear,43537
ATM_0023,6/25/2022,Saturday,Night,70668,20039,0,0,131843,Snowy,71588
ATM_0004,8/24/2022,Wednesday,Night,30151,2900,0,0,76185,Snowy,27136
ATM_0048,7/10/2023,Monday,Afternoon,41167,17035,0,0,119648,Snowy,36426
ATM_0032,5/26/2022,Thursday,Afternoon,42363,14676,0,0,89337,Clear,25506
ATM_0004,4/1/2022,Friday,Evening,30029,8901,0,0,94081,Rainy,24896
ATM_0009,2/15/2023,Wednesday,Night,31090,13478,0,0,84638,Snowy,22647
ATM_0046,4/13/2022,Wednesday,Night,40038,5546,0,0,74858,Clear,44401
ATM_0007,8/3/2023,Thursday,Night,45870,17886,0,0,89891,Cloudy,38166
ATM_0009,1/29/2022,Saturday,Afternoon,52592,0,0,0,113246,Rainy,52023
ATM_0008,7/30/2023,Sunday,Afternoon,81927,0,0,0,98493,Snowy,83281
ATM_0016,8/21/2022,Sunday,Afternoon,70879,14152,0,0,134042,Clear,65834
ATM_0037,10/25/2023,Wednesday,Afternoon,67403,5656,0,0,95386,Rainy,51463
ATM_0007,12/18/2022,Sunday,Evening,70133,8349,0,0,81358,Clear,56407
ATM_0014,9/11/2023,Monday,Night,36955,8994,0,0,126550,Rainy,26294
ATM_0030,12/9/2022,Friday,Night,49461,4852,0,0,82857,Clear,42379
ATM_0012,11/3/2022,Thursday,Night,47072,11356,0,0,118963,Rainy,44364
ATM_0009,12/21/2022,Wednesday,Morning,74077,13976,0,1,124499,Rainy,80816
ATM_0005,7/2/2022,Saturday,Evening,35139,4254,0,1,110359,Cloudy,32647
ATM_0029,8/30/2022,Tuesday,Night,29881,8548,0,0,115423,Snowy,19231
ATM_0013,10/13/2023,Friday,Evening,71200,11602,0,0,78529,Snowy,64722
ATM_0040,4/19/2023,Wednesday,Night,49580,10442,0,0,83309,Cloudy,32376
ATM_0031,4/23/2022,Saturday,Evening,39095,6264,0,0,67598,Snowy,39759
ATM_0034,11/24/2023,Friday,Morning,61944,8687,0,0,83779,Clear,57155
ATM_0018,7/1/2023,Saturday,Morning,61164,18721,0,0,99471,Cloudy,56866
ATM_0027,2/21/2022,Monday,Morning,46146,8000,0,0,68782,Clear,48970
ATM_0005,3/6/2023,Monday,Evening,59920,19209,0,0,92184,Cloudy,47226
ATM_0019,6/21/2022,Tuesday,Night,52502,6337,0,0,107945,Rainy,46440
ATM_0024,9/25/2022,Sunday,Afternoon,61791,17383,0,0,85567,Rainy,46528
ATM_0039,3/28/2022,Monday,Evening,27772,10787,0,1,124559,Snowy,20923
ATM_0030,9/5/2022,Monday,Morning,29569,14765,0,0,75643,Rainy,12515
ATM_0026,11/15/2022,Tuesday,Morning,53345,10344,0,0,94964,Snowy,34697
ATM_0037,1/14/2022,Friday,Morning,57167,8217,0,0,101551,Rainy,42028
ATM_0015,8/11/2022,Thursday,Evening,44757,4724,0,0,99203,Snowy,45059
ATM_0020,6/17/2022,Friday,Afternoon,41115,5386,0,0,99953,Rainy,33960
ATM_0049,11/27/2022,Sunday,Night,39076,4537,0,1,117085,Cloudy,49369
ATM_0006,12/28/2022,Wednesday,Afternoon,63540,0,0,0,126551,Rainy,74411
ATM_0028,6/17/2022,Friday,Evening,47645,10708,0,0,93589,Rainy,32885
ATM_0021,1/11/2022,Tuesday,Morning,70935,4696,0,0,129489,Clear,77307
ATM_0003,12/22/2023,Friday,Morning,45061,3458,0,0,118610,Cloudy,41142
ATM_0005,10/23/2023,Monday,Evening,54671,7903,0,0,127761,Cloudy,47972
ATM_0048,12/24/2023,Sunday,Evening,38708,14052,1,0,94919,Clear,37549
ATM_0019,6/30/2022,Thursday,Afternoon,58988,6502,0,0,109610,Cloudy,49973
ATM_0010,12/24/2023,Sunday,Morning,43819,13693,1,0,118367,Snowy,48280
ATM_0037,8/19/2022,Friday,Afternoon,58366,9460,0,1,102803,Cloudy,62719
ATM_0002,10/11/2022,Tuesday,Evening,9645,8638,0,0,95514,Rainy,5027
ATM_0023,6/28/2022,Tuesday,Night,60038,4606,0,0,105201,Snowy,51438
ATM_0013,9/12/2022,Monday,Morning,87704,15954,0,0,100027,Cloudy,86804
ATM_0018,12/15/2022,Thursday,Afternoon,37573,12203,0,0,130013,Rainy,35149
ATM_0020,4/14/2022,Thursday,Afternoon,30613,7931,0,0,107534,Cloudy,20797
ATM_0002,10/11/2023,Wednesday,Evening,60368,6233,0,0,91184,Cloudy,58329
ATM_0004,9/5/2022,Monday,Afternoon,53126,0,0,0,150222,Clear,62912
ATM_0004,5/9/2022,Monday,Afternoon,49701,8437,0,0,89552,Clear,48627
ATM_0046,4/2/2022,Saturday,Evening,64259,5369,0,0,93750,Cloudy,51515
ATM_0038,10/1/2022,Saturday,Morning,80458,5291,0,0,110118,Snowy,82442
ATM_0026,11/9/2022,Wednesday,Morning,46117,11806,0,0,133433,Rainy,35914
ATM_0024,3/31/2022,Thursday,Afternoon,66063,11483,0,0,115971,Clear,59505
ATM_0050,6/14/2023,Wednesday,Morning,46044,10521,0,0,89106,Rainy,30350
ATM_0023,1/22/2022,Saturday,Evening,69357,14587,0,0,74716,Snowy,61309
ATM_0017,3/12/2022,Saturday,Night,70846,9208,0,0,90077,Cloudy,75727
ATM_0023,5/24/2023,Wednesday,Morning,51260,9577,0,0,86945,Rainy,40798
ATM_0033,10/9/2023,Monday,Afternoon,32449,13389,0,0,98954,Clear,21161
ATM_0008,2/25/2023,Saturday,Afternoon,45374,19679,0,0,87454,Snowy,28426
ATM_0028,9/1/2022,Thursday,Evening,8372,18962,0,0,113681,Clear,0
ATM_0028,3/16/2022,Wednesday,Evening,38484,19131,0,0,81846,Clear,26292
ATM_0039,7/30/2023,Sunday,Night,42153,6352,0,0,101607,Cloudy,35928
ATM_0029,4/17/2023,Monday,Morning,70554,11891,0,0,101638,Rainy,64207
ATM_0028,1/25/2022,Tuesday,Morning,70441,10945,1,0,131637,Clear,79867
ATM_0019,3/4/2023,Saturday,Morning,68181,17560,0,0,81076,Rainy,63628
ATM_0033,6/22/2023,Thursday,Morning,75105,8874,0,0,130493,Clear,64829
ATM_0026,11/4/2023,Saturday,Morning,49921,7340,0,1,94598,Clear,49865
ATM_0033,4/30/2023,Sunday,Evening,31415,6372,0,0,78433,Snowy,27397
ATM_0039,2/16/2022,Wednesday,Evening,72649,6810,0,0,126701,Cloudy,69686
ATM_0026,7/25/2023,Tuesday,Afternoon,39730,8689,0,0,91413,Clear,33553
ATM_0031,6/9/2022,Thursday,Night,33903,16077,0,0,75526,Clear,26559
ATM_0043,10/25/2022,Tuesday,Night,54061,4198,0,0,121510,Cloudy,47837
ATM_0023,3/7/2023,Tuesday,Evening,51823,13033,0,0,149009,Rainy,49583
ATM_0047,12/31/2023,Sunday,Morning,34771,10852,1,0,122209,Cloudy,27904
ATM_0029,6/17/2023,Saturday,Evening,30955,14923,0,0,126510,Snowy,14122
ATM_0039,7/16/2023,Sunday,Afternoon,43358,6847,0,0,80454,Clear,47929
ATM_0025,5/8/2023,Monday,Evening,48469,12874,0,0,109805,Cloudy,48859
ATM_0034,6/12/2023,Monday,Night,48776,3513,0,0,103202,Snowy,48249
ATM_0007,3/28/2022,Monday,Night,41245,6941,0,0,104555,Clear,31164
ATM_0043,9/15/2023,Friday,Evening,51381,947,0,0,130650,Snowy,56457
ATM_0049,4/2/2022,Saturday,Morning,29614,8827,0,0,76052,Rainy,24975
ATM_0047,2/3/2022,Thursday,Afternoon,40502,7375,0,0,91291,Snowy,35400
ATM_0022,8/8/2022,Monday,Afternoon,46894,18919,0,0,82080,Cloudy,28614
ATM_0002,11/25/2023,Saturday,Afternoon,59182,16015,0,0,123606,Cloudy,52710
ATM_0038,6/14/2022,Tuesday,Night,31279,12548,0,0,109568,Cloudy,26996
ATM_0010,1/13/2022,Thursday,Morning,68544,11641,0,0,75034,Clear,60316
ATM_0024,10/25/2022,Tuesday,Evening,43159,10595,0,0,88919,Clear,37142
ATM_0019,8/28/2023,Monday,Morning,68947,17212,0,1,92825,Clear,70470
ATM_0037,8/24/2023,Thursday,Afternoon,42497,17155,0,0,123317,Cloudy,24355
ATM_0030,8/31/2022,Wednesday,Night,24679,11202,0,0,117605,Clear,14825
ATM_0014,1/14/2022,Friday,Afternoon,48806,3958,0,0,86714,Rainy,51319
ATM_0004,1/29/2022,Saturday,Morning,43674,2260,0,0,117831,Rainy,39267
ATM_0011,9/22/2023,Friday,Evening,23600,11035,0,1,103720,Clear,22175
ATM_0045,10/12/2022,Wednesday,Morning,71624,11443,0,1,80461,Cloudy,77420
ATM_0018,2/28/2023,Tuesday,Night,51921,7637,0,0,109775,Cloudy,42230
ATM_0013,1/3/2023,Tuesday,Morning,33263,10123,0,0,76443,Cloudy,21496
ATM_0010,12/11/2022,Sunday,Afternoon,43628,7478,0,0,101432,Cloudy,30014
ATM_0001,6/19/2022,Sunday,Afternoon,61802,12952,0,0,122797,Rainy,45472
ATM_0003,1/17/2023,Tuesday,Night,48775,11535,0,0,92456,Clear,36817
ATM_0024,3/22/2022,Tuesday,Evening,39744,10995,0,0,71748,Clear,25543
ATM_0007,6/13/2023,Tuesday,Afternoon,54545,19610,0,0,100352,Clear,41378
ATM_0005,2/27/2023,Monday,Night,50939,12244,0,0,94851,Clear,40029
ATM_0014,8/17/2023,Thursday,Afternoon,34826,7211,0,0,77300,Snowy,34122
ATM_0032,10/13/2023,Friday,Morning,74726,13777,0,0,126117,Rainy,67369
ATM_0006,12/1/2022,Thursday,Afternoon,64611,14165,1,0,93244,Snowy,48128
ATM_0019,11/7/2022,Monday,Evening,52113,7896,0,0,95617,Rainy,49238
ATM_0045,7/23/2023,Sunday,Afternoon,51022,9190,0,0,101110,Cloudy,50366
ATM_0047,3/14/2022,Monday,Afternoon,27215,4613,0,0,122146,Clear,21976
ATM_0024,2/12/2022,Saturday,Afternoon,49086,8681,0,0,111158,Clear,44332
ATM_0003,12/14/2023,Thursday,Afternoon,53691,11981,0,0,104457,Clear,39082
ATM_0008,9/11/2023,Monday,Afternoon,57738,22285,0,0,93974,Cloudy,52166
ATM_0002,9/28/2022,Wednesday,Night,73941,7277,0,0,80023,Clear,52782
ATM_0038,9/23/2023,Saturday,Afternoon,31367,17965,0,0,79237,Cloudy,13054
ATM_0044,9/6/2023,Wednesday,Afternoon,28274,8538,0,0,81244,Cloudy,21550
ATM_0036,11/17/2023,Friday,Afternoon,39625,14657,0,0,116493,Clear,22069
ATM_0017,3/22/2022,Tuesday,Evening,53734,10842,0,0,88623,Clear,45689
ATM_0007,4/24/2022,Sunday,Morning,51947,8323,0,0,74622,Snowy,45317
ATM_0045,12/22/2023,Friday,Afternoon,77061,8451,0,0,115519,Clear,65280
ATM_0038,11/16/2023,Thursday,Morning,18133,8988,0,0,148439,Clear,12737
ATM_0024,3/1/2023,Wednesday,Morning,46183,16824,0,0,141465,Clear,29375
ATM_0030,4/13/2022,Wednesday,Evening,48359,8454,0,0,101637,Rainy,40381
ATM_0002,7/22/2022,Friday,Morning,50894,928,0,0,91464,Snowy,45059
ATM_0018,11/19/2022,Saturday,Night,54670,12562,0,1,111780,Rainy,58652
ATM_0021,11/9/2023,Thursday,Night,50686,4760,0,0,62966,Clear,53973
ATM_0047,10/2/2022,Sunday,Morning,41799,9496,0,0,96068,Cloudy,28299
ATM_0017,9/26/2023,Tuesday,Night,62158,19896,0,0,143815,Rainy,53032
ATM_0039,4/20/2022,Wednesday,Afternoon,51455,9250,0,0,113583,Snowy,50026
ATM_0012,10/8/2023,Sunday,Night,32972,8445,0,0,123122,Cloudy,23207
ATM_0015,6/21/2022,Tuesday,Night,39227,20028,0,0,125260,Clear,29425
ATM_0042,7/24/2023,Monday,Morning,55938,16921,0,0,89623,Cloudy,33148
ATM_0006,12/3/2023,Sunday,Morning,60984,15387,0,0,124306,Cloudy,49594
ATM_0022,10/30/2022,Sunday,Night,34712,10747,0,0,59679,Rainy,26460
ATM_0003,2/2/2023,Thursday,Evening,19315,10605,0,0,107273,Cloudy,14027
ATM_0034,2/14/2023,Tuesday,Night,40513,10933,0,0,104548,Cloudy,28989
ATM_0041,8/21/2023,Monday,Evening,34297,15087,0,0,102298,Clear,32119
ATM_0001,10/28/2023,Saturday,Afternoon,74503,4793,0,0,78304,Clear,79106
ATM_0030,4/25/2023,Tuesday,Morning,36414,10666,0,0,130829,Rainy,27365
ATM_0031,11/17/2022,Thursday,Evening,53745,0,0,0,115900,Rainy,63417
ATM_0029,6/25/2023,Sunday,Morning,66772,10368,0,1,84311,Clear,57902
ATM_0007,8/11/2023,Friday,Night,63954,9431,0,1,82779,Snowy,76727
ATM_0002,6/24/2022,Friday,Morning,26962,679,0,0,126250,Clear,29535
ATM_0022,8/30/2023,Wednesday,Night,76748,7185,0,0,87450,Rainy,77644
ATM_0043,11/9/2023,Thursday,Evening,48017,17829,0,0,112417,Snowy,30656
ATM_0011,8/23/2022,Tuesday,Morning,71741,9108,0,0,105983,Clear,70167
ATM_0047,8/28/2022,Sunday,Evening,45477,12658,0,1,100361,Clear,37828
ATM_0040,12/13/2023,Wednesday,Afternoon,35337,11680,0,0,89417,Snowy,27966
ATM_0047,1/31/2023,Tuesday,Morning,46734,9476,1,0,86350,Cloudy,37495
ATM_0007,4/11/2023,Tuesday,Afternoon,35481,1938,0,0,97069,Cloudy,34221
ATM_0010,10/7/2022,Friday,Night,59279,11405,0,1,80208,Rainy,71628
ATM_0036,12/24/2022,Saturday,Night,71332,8071,1,1,97974,Rainy,65935
ATM_0010,5/6/2023,Saturday,Night,47580,1146,0,0,120175,Clear,45144
ATM_0045,3/22/2022,Tuesday,Afternoon,58964,17304,0,0,78401,Clear,45779
ATM_0039,2/4/2023,Saturday,Night,43302,13355,0,0,78977,Snowy,45006
ATM_0036,10/19/2023,Thursday,Morning,44311,9160,0,0,82842,Snowy,46821
ATM_0039,5/9/2022,Monday,Morning,24881,7447,0,0,127085,Snowy,22343
ATM_0026,12/16/2023,Saturday,Afternoon,52685,6176,0,0,125552,Cloudy,57609
ATM_0026,8/2/2022,Tuesday,Night,53184,14809,0,0,78633,Snowy,44974
ATM_0041,10/24/2023,Tuesday,Evening,54346,5965,0,0,99079,Rainy,58577
ATM_0046,9/1/2022,Thursday,Evening,59169,11172,0,0,112021,Clear,44703
ATM_0035,2/9/2023,Thursday,Night,32673,9812,0,1,93405,Snowy,35940
ATM_0009,9/11/2023,Monday,Morning,61787,16768,0,0,100006,Rainy,36727
ATM_0004,1/8/2022,Saturday,Morning,50911,6162,0,0,89146,Clear,52270
ATM_0050,2/26/2022,Saturday,Morning,43874,17214,0,0,98562,Cloudy,34706
ATM_0038,4/16/2023,Sunday,Afternoon,62394,9872,0,0,129384,Snowy,52441
ATM_0040,10/4/2023,Wednesday,Morning,61662,11131,0,1,66676,Rainy,54659
ATM_0004,11/20/2023,Monday,Afternoon,65351,14536,0,0,110095,Snowy,62509
ATM_0025,8/10/2023,Thursday,Morning,39861,10851,0,0,89732,Cloudy,31788
ATM_0013,11/22/2023,Wednesday,Afternoon,60473,10219,0,0,129014,Snowy,47096
ATM_0008,5/21/2023,Sunday,Night,61486,8574,0,0,78712,Cloudy,44790
ATM_0021,3/6/2023,Monday,Morning,47254,6533,0,0,92447,Clear,48111
ATM_0036,5/20/2022,Friday,Afternoon,65917,1996,0,0,101159,Clear,75995
ATM_0047,2/12/2023,Sunday,Evening,64500,17531,0,0,69038,Clear,46296
ATM_0041,10/5/2023,Thursday,Afternoon,44727,5447,0,0,69000,Cloudy,30825
ATM_0049,4/30/2022,Saturday,Night,35769,1555,0,0,101169,Rainy,35801
ATM_0041,9/17/2023,Sunday,Morning,63444,14226,0,0,99945,Cloudy,56006
ATM_0001,9/7/2022,Wednesday,Afternoon,49180,9217,0,0,89063,Clear,44319
ATM_0037,8/22/2022,Monday,Afternoon,51301,10561,0,0,130222,Rainy,38266
ATM_0026,4/11/2023,Tuesday,Morning,52228,3891,0,0,106117,Rainy,51200
ATM_0038,9/24/2022,Saturday,Evening,20119,15969,0,1,128612,Snowy,20579
ATM_0040,3/1/2023,Wednesday,Evening,64765,3352,0,0,108094,Snowy,51103
ATM_0048,10/7/2023,Saturday,Night,37581,12176,0,0,111006,Clear,28369
ATM_0005,11/13/2022,Sunday,Afternoon,52574,19270,0,0,69512,Snowy,48552
ATM_0039,12/26/2023,Tuesday,Morning,75434,8371,0,0,85949,Cloudy,78354
ATM_0022,11/21/2022,Monday,Evening,57095,7289,0,0,172227,Clear,47150
ATM_0025,12/17/2023,Sunday,Afternoon,67978,6874,0,0,94403,Clear,56718
ATM_0023,8/14/2023,Monday,Morning,33976,12697,0,0,106383,Snowy,27700
ATM_0016,4/25/2023,Tuesday,Afternoon,38445,11785,0,0,72729,Cloudy,20744
ATM_0047,1/24/2022,Monday,Afternoon,30595,8192,1,0,114656,Snowy,26572
ATM_0035,1/7/2022,Friday,Afternoon,58925,15658,0,0,70193,Cloudy,53736
ATM_0050,8/21/2022,Sunday,Night,69992,11794,0,0,146960,Snowy,59356
ATM_0038,11/20/2022,Sunday,Evening,59139,6095,0,0,82495,Rainy,44793
ATM_0047,4/8/2023,Saturday,Evening,23471,4871,0,0,93631,Cloudy,15507
ATM_0014,2/5/2023,Sunday,Night,60909,5065,0,0,100463,Cloudy,57219
ATM_0023,2/7/2023,Tuesday,Night,27390,3742,0,0,111775,Rainy,19742
ATM_0036,10/26/2022,Wednesday,Afternoon,46635,12517,0,0,93981,Clear,30266
ATM_0003,1/6/2023,Friday,Night,63825,8894,0,0,112157,Rainy,45802
ATM_0011,10/6/2023,Friday,Evening,32096,18669,0,0,125547,Cloudy,18716
ATM_0011,4/24/2022,Sunday,Morning,57164,3401,0,0,97368,Rainy,63971
ATM_0011,10/14/2023,Saturday,Night,56399,9076,0,0,110776,Snowy,47047
ATM_0035,12/24/2022,Saturday,Afternoon,64731,14879,1,0,150072,Rainy,47858
ATM_0005,9/24/2023,Sunday,Night,16892,13754,0,0,60626,Rainy,5526
ATM_0031,9/17/2022,Saturday,Morning,35721,13901,0,0,88939,Rainy,28388
